@name,enabled,type,nameUi,order,weight,cost,costMod,crew,model,scale,group,mountPoints,countries,param,stats,caliber,#caliberInch,barrels,hullWeightRatio,sectionsMin,sectionsMax,tonnageMin,tonnageMax,maxAllowedCaliber,beamMin,beamMax,draughtMin,draughtMax,beamCoef,draughtCoef,speedLimiter,minMainTurrets,minMainBarrels,#comment,#comment2,#cost_base,#cost_base_mod
bc_2_german,,hull,Battlecruiser II,,-1,-1,,550,dreadnought_hull_d_short,1,,,germany,"type(bc), BC_VonderTann_Large, Cross_Deck_Guns, Late_Cross_Deck, bc, g3","hsize(1700), hull_form(80), stability(60), floatability(65), endurance(62), spot(0), turn(65), vis(6200), beam(0), draught(0)",,,,0.214,3,6,23000,28000,18,,,,,,,28.3,4,6,,27.8,-1,
bc_2,,hull,Battlecruiser II,,-1,-1,,550,dreadnought_hull_c,1,,,"austria, brazil, netherlands","type(bc), BC, bc, g3, var(stern_step)","hsize(1400), hull_form(80), stability(70), floatability(75), endurance(64), spot(0), turn(55), vis(6500), beam(0), draught(0)",,,,0.214,3,6,25000,30000,18,,,,,,,28.2,3,6,,27.7,-1,
bc_2_var,,hull,Battlecruiser II,,-1,-1,,600,dreadnought_hull_b,0.935,,,"japan, china, spain, russia","type(bc), BC_Hybrid, bc, g2","hsize(1800), hull_form(80), stability(65), floatability(75), endurance(60), spot(0), turn(60), vis(6500), beam(0), draught(0)",,,,0.24075,1,3,23000,28000,18,,,,,,,28.8,3,6,,28.3,-1,
bc_2_britain,,hull,Battlecruiser II,,-1,-1,,600,invincible_hull,1.085,,,"britain, usa, france, ottoman, chile, korea, argentina","type(bc), BC_Britain_Medium, bc, g3","hsize(1600), hull_form(90), stability(70), floatability(70), endurance(55), spot(0), turn(59), vis(7000), beam(0), draught(0)",,,,0.2354,1,3,23500,28500,18,,,,,,,28.5,3,6,,28,-1,
bc_1_Japan,,hull,Battlecruiser I,,-1,-1,,600,dreadnought_hull_d,0.95,,,"japan, italy, portugal","type(bc), BC_Small, bc, Cross_Deck_Guns, g2","hsize(1200), hull_form(80), stability(60), floatability(60), endurance(70), spot(0), turn(63), vis(6000), beam(0), draught(0)",,,,0.24,2,3,21000,27000,18,,,,,,,28,3,6,,27.5,-1,
bc_1_german,,hull,Battlecruiser I,,-1,-1,,600,dreadnought_hull_c,0.95,,,"austria, brazil, netherlands","type(bc), BC_Small, bc, g2, Cross_Deck_Guns, var(stern_step)","hsize(1200), hull_form(85), stability(65), floatability(65), endurance(64), spot(0), turn(50), vis(5500), beam(0), draught(0)",,,,0.25,2,5,19600,25000,18,,,,,,,26.2,3,6,,25.7,-1,
bc_1_vondertann,,hull,Battlecruiser I,,-1,-1,,600,von_der_tan_hull_a,1,,,"germany, greece","type(bc), BC_VonderTann, bc, g2, Small_Foredeck, Cross_Deck_Guns","hsize(1200), hull_form(88), stability(66), floatability(62), endurance(66), spot(0), turn(55), vis(5200), beam(0), draught(0)",,,,0.22,2,4,19200,24200,18,,,,,,,26.5,4,6,,26,-1,
bc_1_britain,,hull,Battlecruiser I,,-1,-1,,500,invincible_hull,0.96,,,"usa, france, argentina","type(bc), BC_Britain, bc, g2, No_Barb","hsize(1200), hull_form(87.5), stability(65), floatability(70), endurance(50), spot(0), turn(58), vis(6000), beam(0), draught(0)",,,,0.21,2,3,18000,22000,18,,,,,,,26,3,6,,25.5,-1,
bc_1_britain_var,,hull,Battlecruiser I,,-1,-1,,550,invincible_hull,1,,,"britain, ottoman, chile, korea","type(bc), BC_Britain_Var, bc, g2, No_Barb, Cross_Deck_Guns","hsize(1300), hull_form(85), stability(70), floatability(70), endurance(53), spot(0), turn(54), vis(6200), beam(0), draught(0)",,,,0.21,2,3,18500,22500,18,,,,,,,25.5,3,6,,25,-1,
bc_1,,hull,Battlecruiser I,,-1,-1,,500,dreadnought_hull_a,0.9,,,"china, spain, russia","type(bc), BC_Hybrid, early_dreadnought, bc, g2, No_Barb","hsize(1200), hull_form(85), stability(60), floatability(75), endurance(55), spot(0), turn(62), vis(6000), beam(0), draught(0)",,,,0.2,2,3,17500,22500,18,,,,,,,24.5,3,6,,24,-1,
bc_large_light_cruiser,,hull,Large Light Cruiser,,-1,-1,,400,hood_hull_a _tall,0.8,,,"britain, portugal","type(bc), Courageous_Class, bc, g3","hsize(2450), hull_form(92), stability(56), floatability(70), endurance(60), spot(0), turn(60), vis(5450), beam(0), draught(0)",,,,0.23,4,5,18250,21000,18,,,,,,,32.6,2,2,,32.1,-1,
ca_6_desmoines2,,hull,Super Heavy Cruiser II,,-1,-1,3,350,atlanta_hull_b_var,1.31,,,"usa, argentina","type(ca), CA_American_Style, No_Barb, desmoines_style ca, g4","hsize(1560), hull_form(107), stability(90), floatability(69), endurance(55), spot(0), turn(82), vis(4000), beam(0), draught(0)",,,,0.15,4,5,16775,19750,,,,,,,,32,3,6,,31.5,-1,
ca_6_desmoines1,,hull,Super Heavy Cruiser I,,-1,-1,3,300,atlanta_hull_b_var,1.25,,,"usa, greece, argentina","type(ca), CA_American_Style, No_Barb, desmoines_style, ca, g4","hsize(1560), hull_form(102), stability(95), floatability(65), endurance(59), spot(0), turn(76), vis(3500), beam(0), draught(0)",,,,0.15,4,5,14750,18750,,,,,,,,31,3,6,,30.5,-1,
ca_5_usa,,hull,Modern Heavy Cruiser III,,-1,-1,2.2,500,bismarck_hull_a,0.7,,,usa,"type(ca), CA_Heavy_USA, ca, No_Barb, g4","hsize(1000), hull_form(101), stability(70), floatability(80), endurance(70), spot(0), turn(55), vis(7100), beam(0), draught(0)",,,,0.14,3,4,18200,21000,,,,,,,,29.5,3,6,,29,-1,
ca_5_wichita,,hull,Modern Heavy Cruiser II,,-1,-1,2,300,brooklyn_hull_b,1.05,,,"usa, chile, argentina","type(ca), CL_Cleveland, Essential_Central_Funnels, Middle_SuperStructure, barbette_need, ca, g4","hsize(2950), hull_form(100), stability(77), floatability(63), endurance(62), spot(0), turn(63), vis(4100), beam(0), draught(0)",,,,0.15,5,7,11500,15900,,,,,,,,31,3,8,,30.5,-1,
ca_4_ibuki,,hull,Large Cruiser,,-1,-1,1.02,450,von_der_tan_hull_b_cruiser,1,,,"japan, china, spain","type(bc), CA_Warrior, bc, g2, Cross_Deck_Guns, CA_Gun_Sides, Small_Foredeck","hsize(1000), hull_form(80), stability(56), floatability(63), endurance(51), spot(0), turn(63), vis(5200), beam(0), draught(0)",,,,0.2,2,4,14500,18500,12,-2,18,,,,,23,4,4,,20.5,-1,
bc_1,0,hull,Battlecruiser I,,-1,-1,,300,dreadnought_hull_flat_a,1,,,,"type(bc), BC, bc, g2","hsize(800), hull_form(85), stability(70), floatability(55), endurance(50), beam(0), draught(0)",,,,0.25,0,8,20000,25000,,,,,,,,25.5,,6,,25,-1,
ca_5_generic,0,hull,Heavy Cruiser II,,-1,-1,1.45,500,iowa_hull_a,0.7,,,"usa, korea","type(ca), CA_Heavy_Gen, ca, barbette_need, g4","hsize(400), hull_form(82), stability(65), floatability(77), endurance(65), spot(0), turn(60), vis(7000), beam(0), draught(0)",,,,0.16,2,3,16700,20500,,,,,,,,24.5,,6,,24,-1,
ca_5_usa_backup,0,hull,Heavy Cruiser II,,-1,-1,1.45,500,iowa_hull_a,0.6,,,usa,"type(ca), CA_Heavy_USA, ca, No_Barb, g4","hsize(500), hull_form(79), stability(70), floatability(80), endurance(70), spot(0), turn(55), vis(7100), beam(0), draught(0)",,,,0.16,3,4,17700,22000,,,,,,,,24.5,,6,,24,-1,
ca_5_spain_big,,hull,Modern Heavy Cruiser II,,-1,-1,1.8,475,dreadnought_hull_flat_b,1.115,,,spain,"type(ca), Navarra2, Essential_Central_Funnels, barbette_need, ca, g3, g4, var(Smaller_Barbettes)","hsize(3200), hull_form(81), stability(77), floatability(65), endurance(87), spot(0), turn(45), vis(6450), beam(0), draught(0)",,,,0.2,1,2,18500,21500,,,,,,,,29.5,3,6,,29,-1,
ca_6_commandcruiser_british,,hull,Command Cruiser,,-1,-1,3,350,kgeorge_hull_compact,1.16,,,britain,"type(ca), CL_EscortCruiser_British, Essential_Central_Funnels, barbette_need, ca, g4","hsize(2860), hull_form(95), stability(120), floatability(93), endurance(85), fire_ex(40), spot(0), turn(40), vis(5500), beam(0), draught(0)",,,,0.18,2,3,14750,17500,,,,,,,,31.9,2,6,,31.4,-1,
ca_6_british_largecruiser,,hull,Experimental Heavy Cruiser,,-1,-1,2.5,425,dido_hull_e,1.47,,,britain,"type(ca), CA_Tiger, No_Barb, Essential_Central_Funnels, ca, g4","hsize(2400), hull_form(90), stability(99), floatability(100), endurance(90), fire_ex(35), spot(0), turn(50), vis(6400), beam(0), draught(0)",,,,0.17,4,5,17500,19750,,,,,,,,30,3,6,,29.5,-1,
ca_6_britain,,hull,Modern Heavy Cruiser IV,,-1,-1,1.85,450,kgeorge_hull_a,0.75,,,britain,"type(ca), CA_British_LowFreeboard, Middle_SuperStructure, ca, g4, var(Smaller_Barbettes)","hsize(2000), hull_form(104), stability(65), floatability(75), endurance(62), spot(0), turn(84), vis(5500), beam(0), draught(0)",,,,0.135,3,4,16500,19500,,,,,,,,31.5,3,6,,31,-1,
ca_6_italy,,hull,Modern Heavy Cruiser VI,,-1,-1,1.85,450,kgeorge_hull_a,0.72,,,"italy, brazil","type(ca), CA_Italy_LowFreeboard, Middle_SuperStructure, ca, g4, var(Smaller_Barbettes)","hsize(2500), hull_form(112), stability(60), floatability(70), endurance(60), spot(0), turn(90), vis(5200), beam(0), draught(0)",,,,0.135,3,4,16500,19500,,,,,,,,36.5,3,6,,36,-1,
ca_5_german_mission,,hull,Modern Heavy Cruiser (German),,-1,-1,1.8,500,bismarck_hull_a,0.8,,,germany,"type(ca), CA_Heavy_German, ca, g4","hsize(860), hull_form(104), stability(80), floatability(75), endurance(85), spot(0), turn(60), vis(7000), beam(0), draught(0)",,,,0.17,1,3,15500,20500,,,,,,,,34.5,3,6,,34,-1,
ca_5_gen_mission,,hull,Modern Heavy Cruiser (Italian),,-1,-1,1.8,450,pola_hull,1.025,,,italy,"type(ca), CA_Heavy_Early_Cut, CA_Big, No_Barb, ca, g4","hsize(900), hull_form(119), stability(75), floatability(75), endurance(60), spot(0), turn(72), vis(6500), beam(0), draught(0)",,,,0.175,2,4,13500,18000,,,,,,,,35.8,3,6,,35.3,-1,
ca_5_italy_mission,,hull,Modern Heavy Cruiser IV,,-1,-1,1.8,425,pola_hull,1,,,italy,"type(ca), CA_Heavy, ca, g4, var(middle_level)","hsize(950), hull_form(115), stability(70), floatability(75), endurance(57), spot(0), turn(75), vis(6500), beam(0), draught(0)",,,,0.125,2,4,12500,17000,,,,,,,,35.8,3,6,,35.3,-1,
ca_5_gen,,hull,Modern Heavy Cruiser V,,-1,-1,1.8,450,pola_hull,1.025,,,"italy, brazil","type(ca), CA_Heavy_Early_Cut, Italian_Condit_extra, CA_Big, No_Barb, ca, g4","hsize(900), hull_form(108), stability(75), floatability(75), endurance(60), spot(0), turn(72), vis(6500), beam(0), draught(0)",,,,0.175,2,4,13500,18000,,,,,,,,36.1,3,6,,35.6,-1,
ca_5_italy,,hull,Modern Heavy Cruiser IV,,-1,-1,1.8,425,pola_hull,1,,,"italy, brazil, netherlands","type(ca), CA_Heavy, Italian_Condit_extra, ca, g4, var(middle_level)","hsize(950), hull_form(115), stability(70), floatability(75), endurance(57), spot(0), turn(75), vis(6500), beam(0), draught(0)",,,,0.125,2,4,12500,17000,,,,,,,,36,3,6,,35.5,-1,
ca_5_generic_2,,hull,Modern Heavy Cruiser III,,-1,-1,1.8,425,hood_hull_a,0.7,,,"italy, brazil","type(ca), CA_Heavy_Early, Italian_Condit_extra, CA_Big_Thin, CutDown, No_Barb, ca, g4","hsize(850), hull_form(112), stability(66), floatability(68), endurance(61), spot(0), turn(79), vis(6200), beam(0), draught(0)",,,,0.125,5,6,12700,15700,,,,,,,,35.8,3,6,,35.3,-1,
ca_5_italy_early,,hull,Modern Heavy Cruiser II,,-1,-1,1.8,425,trento_hull,1,,,"italy, brazil","type(ca), CA_Heavy_Trento, Essential_Central_Funnels, No_Barb, ca, g4, var(middle_boats)","hsize(950), hull_form(117), stability(67), floatability(73), endurance(59), spot(0), turn(75), vis(6300), beam(0), draught(0)",,,,0.125,4,5,12500,15500,,,,,,,,35.5,3,6,,35,-1,
ca_6_german_exp,,hull,Heavy Scout Cruiser,,-1,-1,1.6,330,dido_hull_f,1.25,,,"austria, netherlands","type(ca), Heavy_Nurnberg, ca, Tower_Forward, Essential_Central_Funnels, barbette_need, g4, var(nose_long;middle_step)","hsize(3750), hull_form(92), stability(73), floatability(60), endurance(70), spot(0), turn(55), vis(6550), beam(0), draught(0)",,,,0.15,1,3,10900,16550,,,20,,,,,34.5,3,3,,34,-1,
ca_5_german_var,,hull,Modern Heavy Cruiser II,,-1,-1,1.8,500,bismarck_hull_a,0.83,,,austria,"type(ca), CA_Heavy_German, CA_Heavy_Austria, ca, g4","hsize(900), hull_form(99), stability(85), floatability(70), endurance(90), spot(0), turn(50), vis(7200), beam(0), draught(0)",,,,0.165,1,2,16000,19500,,,,,,,,32,3,6,,31.5,-1,
ca_5_german_hipper,,hull,Modern Heavy Cruiser III,,-1,-1,2.1,500,bismarck_hull_a_tall,0.7,,,germany,"type(ca), CA_Heavy_German_Hipper, ca, Tower_Forward, No_Barb, g4","hsize(1860), hull_form(100), stability(89), floatability(100), endurance(55), spot(0), turn(75), vis(6500), beam(0), draught(0)",,,,0.16,4,6,16500,21500,,,,,,,,32.5,3,6,,32,-1,
ca_5_german,,hull,Modern Heavy Cruiser II,,-1,-1,1.8,500,bismarck_hull_a,0.8,,,germany,"type(ca), CA_Heavy_German, ca, g4","hsize(860), hull_form(107), stability(80), floatability(75), endurance(85), spot(0), turn(60), vis(7000), beam(0), draught(0)",,,,0.17,1,3,15500,20500,,,,,,,,32,3,6,,31.5,-1,
ca_8_japan,,hull,Modern Heavy Cruiser V,,-1,-1,2.3,450,moga_hull_a_var,1.025,,,"japan, korea","type(ca), CA_Heavy_Atago_New, barbette_need, Essential_Central_Funnels, ca, g4","hsize(3100), hull_form(108), stability(52), floatability(79), endurance(67), spot(0), turn(75), vis(7200), beam(0), draught(0)",,,,0.154,1,3,14400,18900,,,,,,,,36,3,6,,35.5,-1,
ca_7_japan,,hull,Modern Heavy Cruiser IV,,-1,-1,2.1,450,moga_hull_d,1.025,,,"japan, korea","type(ca), CA_Heavy_Atago, Tower_Forward, Torpedo_Cruiser, Super_Forward, Middle_SuperStructure, Essential_Central_Funnels, ca, g4","hsize(3500), hull_form(115), stability(52), floatability(81), endurance(66), spot(0), turn(81), vis(7150), beam(0), draught(0)",,,,0.16,4,6,13400,18600,,,,,,,,36.5,3,6,,36,-1,
ca_6_japan,,hull,Modern Heavy Cruiser III,,-1,-1,1.9,400,moga_hull_a,1,,,"japan, korea","type(ca), CA_Heavy_Mogami, Tower_Forward, Super_Forward, Middle_SuperStructure, barbette_need, Essential_Central_Funnels, ca, g4","hsize(3100), hull_form(114), stability(57), floatability(77), endurance(62), spot(0), turn(85), vis(6900), beam(0), draught(0)",,,,0.154,2,4,10400,16600,,,,,,,,36,3,6,,35.5,-1,
ca_5_russia_heavy,,hull,Super Cruiser,,-1,-1,1.9,500,ussr_hull_a,0.75,,,russia,"type(ca), CA_Russia_Heavy, Middle_SuperStructure, var(Smaller_Barbettes), ca, g4","hsize(2100), hull_form(95), stability(77), floatability(70), endurance(95), spot(0), turn(55), vis(7900), beam(0), draught(0)",,,,0.193,2,4,19000,23000,,,,,,,,30.5,3,6,,30,-1,
ca_5_japan_exp,,hull,Experimental Heavy Cruiser,,-1,-1,1.9,500,richelieu_hull_a,0.69,,,japan,"type(ca), CA_Tone, Super_Forward, Middle_SuperStructure, ca, Essential_Central_Funnels, g4","hsize(2100), hull_form(95), stability(64), floatability(75), endurance(77), spot(0), turn(50), vis(7700), beam(0), draught(0)",,,,0.195,5,8,15900,22100,,,,,,,,36.5,3,3,,36,-1,
ca_5_japan,,hull,Modern Heavy Cruiser II,,-1,-1,1.9,500,richelieu_hull_b,0.65,,,japan,"type(ca), CA_Heavy_Japan3, Middle_SuperStructure, barbette_need, ca, Essential_Central_Funnels, g4","hsize(3100), hull_form(112), stability(61), floatability(79), endurance(67), spot(0), turn(75), vis(7300), beam(0), draught(0)",,,,0.115,4,6,13400,15600,,,,,,,,35.5,3,6,,35,-1,
ca_5_japan_scout,,hull,Heavy Scout Cruiser,,-1,-1,1.9,350,moga_hull_c,1.075,,,japan,"type(ca), CA_Scout_Mogami, barbette_need, Essential_Central_Funnels, ca, g4","hsize(3100), hull_form(120), stability(63), floatability(72), endurance(55), spot(0), turn(85), vis(3800), beam(0), draught(0)",,,,0.149,6,8,10600,13600,,,,,,,,40,3,6,,41,-1,
ca_5_german_pocket_big,,hull,Advanced Armored Cruiser II,,-1,-1,1.9,500,spee_hull_a,1.15,,,"germany, netherlands","type(ca), CA_German_Pocket_Big, CA_Pocket, Middle_SuperStructure, No_Barb, ca, g4","hsize(1700), hull_form(90), stability(70), floatability(65), endurance(101), spot(0), turn(44), vis(7500), beam(0), draught(0)",,,,0.175,3,4,17900,22900,,,,,,,,29.5,2,6,,29,-1,
ca_5_austrian_pocket,,hull,Advanced Armored Cruiser,,-1,-1,2,500,brooklyn_hull_c_wide,1,,,"austria, netherlands","type(ca), CA_Austrian_Pocket, CA_Pocket, Middle_SuperStructure, barbette_need, No_Barb, ca, g3, g4","hsize(1100), hull_form(85), stability(75), floatability(71), endurance(105), spot(0), turn(45), vis(7000), beam(0), draught(0)",,,,0.25,1,3,12000,19000,,,,,,,,27.5,2,6,,27,-1,
ca_5_german_pocket,,hull,Advanced Armored Cruiser II,,-1,-1,1.9,500,spee_hull_a,1,,,"germany, netherlands","type(ca), CA_German_Pocket, CA_Pocket, Middle_SuperStructure, barbette_need, No_Barb, ca, g4","hsize(1100), hull_form(87), stability(73), floatability(69), endurance(98), spot(0), turn(40), vis(7200), beam(0), draught(0)",,,,0.175,3,4,14900,18900,,,,,,,,29,2,6,,28.5,-1,
ca_5_russia,,hull,Modern Heavy Cruiser III,,-1,-1,1.75,425,bismarck_hull_a,0.71,,,russia,"type(ca), CA_Russian_Petro, barbette_need, ca, g3","hsize(850), hull_form(102), stability(68), floatability(68), endurance(63), spot(0), turn(72), vis(6100), beam(0), draught(0)",,,,0.125,3,5,14700,17500,,,,,,,,35.2,3,6,,34.7,-1,
ca_5_generic,,hull,Modern Heavy Cruiser II,,-1,-1,1.75,425,bismarck_hull_a,0.645,,,russia,"type(ca), CA_Heavy_Early, CA_Big, No_Barb, ca, g3","hsize(850), hull_form(102), stability(68), floatability(68), endurance(63), spot(0), turn(72), vis(6100), beam(0), draught(0)",,,,0.125,3,5,12700,16500,,,,,,,,35,3,6,,34.5,-1,
ca_6_france,,hull,Modern Heavy Cruiser III,,-1,-1,1.9,425,de_Ruyter_hull_b_mod,1.1,,,"france, portugal","type(ca), CA_Heavy_France_Big, Middle_SuperStructure, ca, g4, var(Smaller_Barbettes)","hsize(1700), hull_form(100), stability(89), floatability(90), endurance(79), spot(0), turn(60), vis(6900), beam(0), draught(0)",,,,0.15,5,7,15500,18500,,,,,,,,33.5,3,6,,33,-1,
ca_5_generic_france,,hull,Modern Heavy Cruiser II,,-1,-1,1.6,425,yamato_hull_a,0.579,,,"france, portugal","type(ca), CA_Heavy_France_Louis, Middle_SuperStructure, barbette_need, ca, g4, var(Smaller_Barbettes)","hsize(1200), hull_form(105), stability(73), floatability(84), endurance(68), spot(0), turn(67), vis(6500), beam(0), draught(0)",,,,0.1,4,5,12400,15000,,,,,,,,34.5,3,6,,34,-1,
ca_5_generic_3,,hull,Modern Heavy Cruiser I,,-1,-1,1.65,425,hood_hull_a,0.73,,,"japan, china","type(ca), CA_Heavy_Japan, No_Barb, ca, g3","hsize(950), hull_form(103), stability(63), floatability(64), endurance(64), spot(0), turn(77), vis(6300), beam(0), draught(0)",,,,0.119,3,4,11700,14700,,,,,,,,35.8,3,6,,35.3,-1,
ca_5_german_early,,hull,Modern Heavy Cruiser I,,-1,-1,1.65,425,bismarck_hull_a,0.57,,,"germany, austria","type(ca), CA_German_Early, No_Barb, ca, g3","hsize(860), hull_form(101), stability(70), floatability(69), endurance(75), spot(0), turn(50), vis(6200), beam(0), draught(0)",,,,0.125,5,7,11900,14900,,,,,,,,32.5,3,6,,32,-1,
ca_5_generic_britain,,hull,Modern Heavy Cruiser III,,-1,-1,1.65,425,dreadnought_hull_flat_b_wide,0.997,,,britain,"type(ca), CA_British_Late, Middle_SuperStructure, barbette_need, ca, g3, var(center_mounts)","hsize(1350), hull_form(100), stability(75), floatability(75), endurance(76), spot(0), turn(50), vis(6300), beam(0), draught(0)",,,,0.121,2,3,12500,16900,,,,,,,,32.4,3,6,,31.9,-1,
ca_5_generic_4,,hull,Modern Heavy Cruiser II,,-1,-1,1.65,425,dreadnought_hull_flat_b,0.917,,,britain,"type(ca), CA_British_Early, No_Barb, ca, g3, var(center_mounts)","hsize(950), hull_form(102), stability(70), floatability(70), endurance(66), spot(0), turn(70), vis(6100), beam(0), draught(0)",,,,0.119,2,3,11000,14500,,,,,,,,33.1,3,6,,32.6,-1,
ca_5_generic_4_alt,,hull,Modern Heavy Cruiser I,,-1,-1,1.65,425,akizuki_hull_a_cruisers_wide,1.2,,,"usa, portugal","type(ca), CA_British_Early, ca, g4, No_Barb, Essential_Central_Funnels","hsize(2950), hull_form(101), stability(75), floatability(65), endurance(75), spot(0), turn(60), vis(6100), beam(0), draught(0)",,,,0.119,2,3,11000,14500,,,,,,,,34.6,3,6,,34.1,-1,
ca_5_british,,hull,Modern Heavy Cruiser I,,-1,-1,1.55,425,akizuki_hull_a_cruisers_wide,1.11,,,"britain, chile","type(ca), CL_Town, ca, g3, g4, Tower_Forward, No_Barb, Essential_Central_Funnels","hsize(2950), hull_form(103), stability(67), floatability(65), endurance(63), spot(0), turn(70), vis(6100), beam(0), draught(0)",,,,0.17,2,4,9000,13500,,,,,,,,33,3,6,,32.5,-1,
ca_5_british_small,,hull,Compact Heavy Cruiser,,-1,-1,1.45,325,dido_hull_f,1.1,,,britain,"type(ca), CL_Town, ca, g3, g4, Tower_Forward, No_Barb, Essential_Central_Funnels","hsize(2950), hull_form(95), stability(72), floatability(70), endurance(70), spot(0), turn(55), vis(5700), beam(0), draught(0)",,,,0.165,2,3,8000,10500,,,,,,,,32.2,3,6,,31.7,-1,
ca_5_canarias,,hull,Modern Heavy Cruiser I,,-1,-1,1.65,475,dreadnought_hull_flat_b,0.8,,,"spain, korea","type(ca), Canarias, barbette_need, ca, g3","hsize(2560), hull_form(90), stability(55), floatability(80), endurance(85), spot(0), turn(57), vis(7800), beam(0), draught(0)",,,,0.19,3,4,12500,15500,,,,,,,,33,3,6,,32.5,-1,
ca_5_generic_early,,hull,Modern Heavy Cruiser I,,-1,-1,1.65,425,bismarck_hull_a,0.612,,,france,"type(ca), CA_Heavy_Early, Tower_Forward, No_Barb, ca, g4","hsize(800), hull_form(109), stability(66), floatability(70), endurance(61), spot(0), turn(77), vis(5700), beam(0), draught(0)",,,,0.125,3,5,10000,13500,,,,,,,,33.5,3,6,,33,-1,
ca_5_italy_early_2,,hull,Modern Heavy Cruiser I,,-1,-1,1.65,425,pola_hull,0.85,,,"italy, russia, greece","type(ca), CA_Heavy_Early_Cut, No_Barb, ca, g3","hsize(750), hull_form(114), stability(62), floatability(70), endurance(57), spot(0), turn(80), vis(5300), beam(0), draught(0)",,,,0.115,2,4,9500,12500,,,,,,,,34.5,3,6,,34,-1,
ca_5_italian_early_condot,,hull,Experimental Heavy Cruiser,,-1,-1,1.85,320,dido_hull_a_long,1.07,,,"italy, brazil","type(ca), Italian_Condit, Italian_Condit_extra, g4, Essential_Central_Funnels, No_Barb, ca","hsize(2450), hull_form(95), stability(50), floatability(45), endurance(30), spot(0), turn(83), vis(4250), beam(0), draught(0)",,,,0.12,3,5,8900,12000,,,,,,,,35.5,4,4,,35,-1,
